Movie_Title,Year,Director,Rating,Runtime,Censor,Total_Gross,main_genre
Peggy Sue Got Married,2014,Woody Allen,6.5,97,PG-13,$10.51M,Comedy
Dýrið,2015,John Madden,6.5,122,PG,$33.08M,Comedy
Prospect,2018,Andy Serkis,6.5,104,13,$340.23M,Adventure
The Beguiled,2014,Andrew Fleming,6.5,90,PG-13,$0.01M,Comedy
"Everything, Everything",2013,Joseph Gordon-Levitt,6.5,90,13,$24.48M,Comedy
Cargo,2013,Shane Carruth,6.5,96,B,$0.44M,Drama
Delivery Man,2015,Doug Ellin,6.5,104,R,$32.36M,Comedy
Third Person,2011,Gavin Wiesen,6.5,83,PG-13,$1.43M,Drama
Hours,2011,Sarah Polley,6.5,116,R,$1.24M,Comedy
Young Adult,2011,"Directors:Jay Duplass, Mark Duplass",6.5,83,R,$4.24M,Comedy
Hope Springs,2012,Neil Jordan,6.5,118,R,$0.08M,Drama
Somewhere,2016,Sharon Maguire,6.5,123,A,$24.25M,Comedy
Upside Down,2010,Massy Tadjedin,6.5,93,A,$0.10M,Drama
Cyrus,2010,Todd Phillips,6.5,95,UA,$100.54M,Comedy
Funny People,2009,Nancy Meyers,6.5,121,A,$112.74M,Comedy
You Will Meet a Tall Dark Stranger,2010,Clint Eastwood,6.5,129,UA,$32.75M,Drama
To All the Boys: Always and Forever,2010,Roger Michell,6.5,107,PG-13,$31.01M,Comedy
"Angus, Thongs and Perfect Snogging",2022,"Directors:Reid Carolin, Channing Tatum",6.5,101,UA,$340.23M,Comedy
Take Me Home Tonight,2010,Greg Berlanti,6.5,115,UA,$53.37M,Comedy
No Reservations,2010,Gary Winick,6.5,105,U,$53.03M,Adventure
A Long Way Down,2009,Lars von Trier,6.5,108,A,$0.40M,Drama
Stick It,2009,Miguel Arteta,6.5,90,R,$15.28M,Comedy
Tideland,2005,Ken Kwapis,6.5,119,U,$39.01M,Comedy
Elizabethtown,2005,Lasse Hallström,6.5,112,R,$11.29M,Adventure
The Family Stone,2005,Curtis Hanson,6.5,130,UA,$32.88M,Comedy
Barbershop,2004,Paul Weitz,6.5,110,PG-13,$45.81M,Comedy
Hart's War,2003,Mike Newell,6.5,117,UA,$63.86M,Drama
Rock Star,2002,Roger Michell,6.5,98,R,$66.82M,Drama
Celebrity,1999,Brian Robbins,6.5,106,R,$52.89M,Comedy
My Best Friend's Wedding,1999,Jon Turteltaub,6.5,126,R,$34.10M,Drama
Forever Young,1996,Michael Hoffman,6.5,108,U,$46.15M,Comedy
Doc Hollywood,1994,John Pasquin,6.5,97,U,$144.83M,Comedy
Mystic Pizza,1994,Michael Apted,6.5,112,PG-13,$33.68M,Drama
St. Elmo's Fire,1994,Les Mayfield,6.5,114,U,$17.19M,Drama
The Perfection,1992,Stephen Herek,6.5,104,PG,$50.75M,Comedy
Wonder Wheel,1990,Joel Schumacher,6.5,115,A,$61.49M,Drama
The Discovery,2021,Aanand L. Rai,6.4,138,UA 13+,$340.23M,Comedy
Colossal,2020,Sofia Coppola,6.4,96,A,$340.23M,Comedy
Krampus,2017,"Directors:Jeremy Dyson, Andy Nyman",6.4,98,UA,$0.14M,Drama
Girls Trip,2017,Joseph Ruben,6.4,106,R,$340.23M,Drama
Before I Wake,2017,Peter Chelsom,6.4,120,13,$7.89M,Drama
Trainwreck,2014,Daniel Barnz,6.4,102,R,$1.87M,Drama
The Shack,2015,Matteo Garrone,6.4,134,R,$0.08M,Drama
Blockers,2016,Whit Stillman,6.4,90,PG,$14.01M,Comedy
Palo Alto,2014,Kevin Macdonald,6.4,114,R,$1.17M,Adventure
Endless Love,2017,Hany Abu-Assad,6.4,112,UA,$30.35M,Drama
Maps to the Stars,2015,Luca Guadagnino,6.4,125,R,$1.98M,Drama
Adoration,2014,Lynn Shelton,6.4,99,R,$0.44M,Comedy
American Mary,2012,Stuart Blumberg,6.4,112,R,$1.06M,Comedy
This Is 40,2012,Scott Speer,6.4,99,UA,$35.07M,Drama
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2013,Peter Segal,6.4,113,A,$29.81M,Comedy
A Little Bit of Heaven,2011,Jesse Peretz,6.4,90,R,$24.81M,Comedy
Jug Jugg Jeeyo,2012,James Watkins,6.4,95,UA,$54.33M,Drama
Diary of a Wimpy Kid,2010,Dan Rush,6.4,97,R,$2.71M,Drama
The Five-Year Engagement,2010,Gareth Edwards,6.4,94,R,$0.24M,Adventure
Don't Worry Darling,2010,Jim Mickle,6.4,98,R,$0.02M,Drama
Wall Street: Money Never Sleeps,2010,Burr Steers,6.4,100,PG-13,$31.16M,Drama
Step Up 2: The Streets,2012,Robert Redford,6.4,125,R,$5.13M,Drama
The Sisterhood of the Traveling Pants 2,2009,Derrick Borte,6.4,96,R,$1.47M,Comedy
Sydney White,2010,Steve Antin,6.4,119,UA,$39.44M,Drama
"New York, I Love You",2008,Clark Gregg,6.4,92,R,$2.93M,Comedy
The Nanny Diaries,2009,Ken Kwapis,6.4,129,13,$93.95M,Comedy
Man of the Year,2010,Paul T. Scheuring,6.4,96,R,$340.23M,Drama
Prime,2009,Burr Steers,6.4,102,UA,$64.17M,Comedy
Alfie,2013,Ric Roman Waugh,6.4,112,UA,$42.93M,Action
Shall We Dance?,2014,Phillip Noyce,6.4,97,PG-13,$45.09M,Drama
Fever Pitch,2006,Tony Goldwyn,6.4,115,R,$11.60M,Comedy
The Human Stain,2007,Jonathan Kasdan,6.4,97,PG-13,$11.04M,Comedy
Jersey Girl,2006,Frank Coraci,6.4,107,A,$137.36M,Comedy
Orange County,2004,Woody Allen,6.4,99,PG-13,$3.83M,Comedy
Save the Last Dance,2004,James L. Brooks,6.4,131,PG-13,$42.04M,Comedy
Message in a Bottle,2006,John Cameron Mitchell,6.4,101,B,$1.99M,Comedy
Practical Magic,2003,Martin Campbell,6.4,127,UA,$4.43M,Adventure
Fear,2002,Miguel Arteta,6.4,93,A,$14.02M,Drama
Wolf,2001,Brian Robbins,6.4,106,PG-13,$40.22M,Comedy
Sleeping with the Enemy,2000,Edward Norton,6.4,128,U,$37.05M,Comedy
Flashdance,2001,Lee Tamahori,6.4,104,A,$74.08M,Drama
Book Club,2000,William Friedkin,6.4,128,U,$61.34M,Drama
I Kill Giants,1999,Dennis Dugan,6.4,93,U,$163.48M,Comedy
We Are Your Friends,1996,Ron Shelton,6.4,135,UA,$53.85M,Comedy
A Hologram for the King,1996,Jon Turteltaub,6.4,123,U,$104.64M,Drama
Drinking Buddies,1996,David Cronenberg,6.4,100,B,$2.04M,Drama
Dear White People,1996,Andrew Fleming,6.4,101,A,$24.88M,Drama
Magic Mike,1994,Andrew Bergman,6.4,101,U,$37.80M,Comedy
She's Funny That Way,1993,Joseph Ruben,6.4,87,A,$44.59M,Drama
Friends with Kids,1992,Barbet Schroeder,6.4,107,R,$47.92M,Drama
10 Years,1990,Harry Hook,6.4,90,U,$13.99M,Adventure
Larry Crowne,1989,Steven Spielberg,6.4,122,U,$43.86M,Drama
Beautiful Creatures,1986,Francis Ford Coppola,6.4,103,U,$41.38M,Comedy
Men,1974,Jack Clayton,6.4,144,U,$6.74M,Drama
Coriolanus,2021,Valdimar Jóhannsson,6.3,106,R,$340.23M,Drama
Greenberg,2018,"Directors:Christopher Caldwell, Zeek Earl",6.3,100,R,$340.23M,Adventure
Step Up 3D,2017,Sofia Coppola,6.3,93,R,$10.58M,Drama
Wild Child,2017,Stella Meghie,6.3,96,UA,$34.00M,Drama
The Switch,2017,"Directors:Ben Howling, Yolanda Ramke",6.3,105,B,$340.23M,Drama
Bug,2013,Ken Scott,6.3,105,UA,$30.66M,Comedy
The Rum Diary,2013,Paul Haggis,6.3,137,R,$1.02M,Drama
The Final Cut,2013,Eric Heisserer,6.3,97,UA,$340.23M,Drama
Uptown Girls,2011,Jason Reitman,6.3,94,PG,$16.31M,Comedy
S1m0ne,2012,David Frankel,6.3,100,UA,$63.54M,Comedy
The Tailor of Panama,2010,Sofia Coppola,6.3,97,R,$1.77M,Comedy
28 Days,2012,Juan Solanas,6.3,109,PG-13,$0.10M,Drama
Edtv,2010,"Directors:Jay Duplass, Mark Duplass",6.3,91,R,$7.46M,Comedy
Fools Rush In,2009,Judd Apatow,6.3,146,R,$51.86M,Comedy
The Cable Guy,2010,Woody Allen,6.3,98,R,$3.25M,Comedy
Disclosure,2021,Michael Fimognari,6.3,109,13,$340.23M,Comedy
D2: The Mighty Ducks,2008,Gurinder Chadha,6.3,100,U,$340.23M,Comedy
3 Men and a Baby,2011,Michael Dowse,6.3,114,R,$6.92M,Comedy
To All the Boys: P.S. I Still Love You,2007,Scott Hicks,6.3,104,PG,$43.11M,Comedy
The Princess Switch,2014,Pascal Chaumeil,6.3,96,R,$0.01M,Comedy
Destination Wedding,2006,Jessica Bendinger,6.3,103,PG-13,$26.87M,Comedy
War Machine,2005,Terry Gilliam,6.3,120,R,$0.07M,Drama
Love,2005,Cameron Crowe,6.3,123,PG-13,$26.84M,Comedy
Equals,2005,Thomas Bezucha,6.3,103,U,$60.06M,Comedy
Z for Zachariah,2002,Tim Story,6.3,102,PG-13,$75.78M,Comedy
The Last Song,2002,Gregory Hoblit,6.3,125,UA,$19.08M,Drama
How to Be Single,2001,Stephen Herek,6.3,105,UA,$17.01M,Drama
Jayeshbhai Jordaar,1998,Woody Allen,6.3,113,R,$5.03M,Comedy
Nights in Rodanthe,1997,P.J. Hogan,6.3,105,UA,$127.12M,Comedy
Nim's Island,1995,Sydney Pollack,6.3,127,PG,$53.67M,Comedy
Ice Princess,1994,Kenneth Branagh,6.3,123,A,$22.01M,Drama
Leatherheads,1992,Steve Miner,6.3,102,U,$55.96M,Drama
Raising Helen,1991,Michael Caton-Jones,6.3,104,B,$54.83M,Comedy
On the Road,1988,Donald Petrie,6.3,104,B,$12.79M,Comedy
Bridget Jones: The Edge of Reason,1985,Joel Schumacher,6.3,110,U,$37.80M,Drama
Shallow Hal,2018,Richard Shepard,6.2,90,B,$340.23M,Drama
Never Been Kissed,2017,Woody Allen,6.2,101,PG-13,$1.40M,Drama
Pushing Tin,2017,Charlie McDowell,6.2,102,B,$340.23M,Drama
Hope Floats,2016,Nacho Vigalondo,6.2,109,R,$3.02M,Comedy
The Indian in the Cupboard,2015,Michael Dougherty,6.2,98,PG-13,$42.59M,Comedy
Indecent Proposal,2017,Malcolm D. Lee,6.2,122,R,$115.17M,Adventure
Free Willy,2016,Mike Flanagan,6.2,97,16,$340.23M,Drama
Step Up All In,2015,Judd Apatow,6.2,125,R,$110.21M,Comedy
Into the Woods,2017,Stuart Hazeldine,6.2,132,PG-13,$57.39M,Drama
Victor Frankenstein,2018,Kay Cannon,6.2,102,B,$60.31M,Comedy
Rock of Ages,2013,Gia Coppola,6.2,100,R,$0.75M,Drama
Gehraiyaan,2014,Shana Feste,6.2,104,13,$23.39M,Drama
The Prom,2014,David Cronenberg,6.2,111,R,$0.35M,Comedy
Georgia Rule,2013,Anne Fontaine,6.2,112,R,$0.32M,Drama
Catch and Release,2012,"Directors:Jen Soska, Sylvia Soska",6.2,103,R,$340.23M,Drama
Dirty Dancing: Havana Nights,2012,Judd Apatow,6.2,134,A,$67.54M,Comedy
Drumline,2014,Miguel Arteta,6.2,81,PG,$66.95M,Comedy
Joe Dirt,2011,Nicole Kassell,6.2,107,PG-13,$0.01M,Comedy
Captain Corelli's Mandolin,2022,Raj Mehta,6.2,148,UA,$340.23M,Comedy
Drop Dead Fred,2010,Adam Green,6.2,93,R,$0.24M,Adventure
Cocktail,2010,Thor Freudenthal,6.2,94,PG,$64.00M,Comedy
Nine 1/2 Weeks,2012,Nicholas Stoller,6.2,124,UA,$28.84M,Comedy
Home Again,2022,Olivia Wilde,6.2,123,A,$340.23M,Drama
The Cobbler,2010,Oliver Stone,6.2,133,PG-13,$52.47M,Drama
Sierra Burgess Is a Loser,2008,Jon M. Chu,6.2,98,U,$58.02M,Drama
Second Act,2008,Sanaa Hamri,6.2,119,UA,$44.09M,Comedy
The Guilt Trip,2007,Joe Nussbaum,6.2,108,U,$11.89M,Comedy
To the Wonder,2008,"Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner",6.2,103,R,$1.59M,Comedy
The Divide,2007,"Directors:Shari Springer Berman, Robert Pulcini",6.2,106,PG-13,$25.93M,Comedy
Table 19,2006,Barry Levinson,6.2,115,PG-13,$37.44M,Comedy
Downsizing,2005,Ben Younger,6.2,105,PG-13,$22.83M,Comedy
Spread,2004,Charles Shyer,6.2,103,R,$13.40M,Comedy
Nine,2004,Peter Chelsom,6.2,106,PG-13,$57.89M,Comedy
The Wolfman,2005,"Directors:Bobby Farrelly, Peter Farrelly",6.2,104,U,$42.07M,Comedy
A Thousand Words,2003,Robert Benton,6.2,106,R,$5.38M,Drama
Something Borrowed,2004,Kevin Smith,6.2,102,UA,$25.27M,Comedy
Goal II: Living the Dream,2002,Jake Kasdan,6.2,82,PG-13,$41.03M,Comedy
The Break-Up,2001,Thomas Carter,6.2,112,U,$91.06M,Drama
Friends with Money,1999,Luis Mandoki,6.2,126,UA,$52.88M,Drama
Open Water,1998,Griffin Dunne,6.2,104,A,$46.68M,Comedy
What a Girl Wants,1996,James Foley,6.2,97,B,$20.75M,Drama
Ken Park,1994,Mike Nichols,6.2,125,A,$65.01M,Drama
Babe: Pig in the City,1991,Joseph Ruben,6.2,99,A,$101.60M,Drama
54,1983,Adrian Lyne,6.2,95,UA,$94.90M,Drama
Jack,2018,Bill Holderman,6.1,104,A,$68.57M,Comedy
The Blue Lagoon,2017,Anders Walter,6.1,106,16,$340.23M,Drama
Salò o le 120 giornate di Sodoma,2015,Max Joseph,6.1,96,R,$3.59M,Drama
Child's Play,2016,Tom Tykwer,6.1,98,R,$4.20M,Comedy
Aftermath,2013,Joe Swanberg,6.1,90,R,$0.34M,Comedy
Admission,2014,Justin Simien,6.1,108,R,$4.40M,Comedy
What to Expect When You're Expecting,2012,Steven Soderbergh,6.1,110,R,$113.72M,Comedy
Persuasion,2014,Peter Bogdanovich,6.1,93,R,$0.09M,Comedy
Death at a Funeral,2011,Jennifer Westfeldt,6.1,107,R,$7.25M,Comedy
Sex and the City,2011,Jamie Linden,6.1,110,PG-13,$0.20M,Comedy
Four Christmases,2011,Tom Hanks,6.1,98,UA,$35.61M,Comedy
Blue Crush,2013,Richard LaGravenese,6.1,124,16,$19.45M,Drama
Friday After Next,2022,Alex Garland,6.1,100,A,$340.23M,Drama
Coyote Ugly,2011,Ralph Fiennes,6.1,123,UA,$0.76M,Drama
Michael,2010,Noah Baumbach,6.1,107,R,$4.22M,Comedy
Beethoven,2010,Jon M. Chu,6.1,107,UA,$42.40M,Drama
Short Circuit 2,2008,Nick Moore,6.1,98,U,$0.02M,Comedy
The Marksman,2010,"Directors:Josh Gordon, Will Speck",6.1,101,UA,$27.76M,Comedy
Mother's Day,2006,William Friedkin,6.1,102,R,$7.01M,Drama
47 Meters Down,2011,Bruce Robinson,6.1,119,A,$13.10M,Comedy
Magic Mike XXL,2004,Omar Naim,6.1,95,PG-13,$0.55M,Drama
Knight of Cups,2003,Boaz Yakin,6.1,92,PG-13,$36.92M,Comedy
The Big Wedding,2002,Andrew Niccol,6.1,117,U,$9.68M,Comedy
Maggie,2001,John Boorman,6.1,109,R,$13.73M,Comedy
Mirror Mirror,2000,Betty Thomas,6.1,103,U,$37.17M,Comedy
Paranoia,1999,Ron Howard,6.1,122,A,$22.36M,Comedy
The Midnight Sky,1997,Andy Tennant,6.1,109,PG-13,$29.29M,Comedy
Love Happens,1996,Ben Stiller,6.1,96,UA,$60.24M,Comedy
What Just Happened,1994,Barry Levinson,6.1,128,A,$83.02M,Drama
Autumn in New York,1994,Sam Weisman,6.1,106,PG,$45.61M,Comedy
Boomerang,1987,Leonard Nimoy,6.1,102,U,$167.78M,Comedy
The Bonfire of the Vanities,2020,Michael Fimognari,6,101,13,$340.23M,Comedy
The Twilight Saga: Breaking Dawn - Part 2,2018,Mike Rohl,6,101,7,$340.23M,Comedy
House at the End of the Street,2018,Victor Levin,6,87,UA,$340.23M,Comedy
Beastly,2017,David Michôd,6,122,B,$340.23M,Comedy
High-Rise,2015,Gaspar Noé,6,135,A,$340.23M,Drama
Rumor Has It...,2015,Drake Doremus,6,101,PG-13,$0.03M,Drama
Dreamcatcher,2013,Caradog W. James,6,91,R,$340.23M,Action
Replicas,2015,Craig Zobel,6,98,PG-13,$0.12M,Drama
Unfinished Business,2010,Julie Anne Robinson,6,108,U,$62.95M,Drama
Stone,2016,Christian Ditter,6,110,A,$46.84M,Comedy
How Do You Know,2022,Divyang Thakkar,6,121,UA,$340.23M,Comedy
Aloha,2008,George C. Wolfe,6,97,UA,$41.85M,Drama
Laal Singh Chaddha,2008,"Directors:Jennifer Flackett, Mark Levin",6,96,PG,$48.01M,Adventure
Stomp the Yard,2005,Tim Fywell,6,98,U,$24.38M,Comedy
Jack Frost,2008,George Clooney,6,114,PG-13,$31.20M,Comedy
The Astronaut's Wife,2004,Garry Marshall,6,119,PG-13,$37.49M,Comedy
3 Men and a Little Lady,2012,Walter Salles,6,124,R,$0.72M,Adventure
Radhe Shyam,2004,Beeban Kidron,6,108,UA,$40.23M,Comedy
The Silence,2001,"Directors:Bobby Farrelly, Peter Farrelly",6,114,UA,$70.84M,Comedy
The Circle,1999,Raja Gosnell,6,107,UA,$55.47M,Comedy
After,1999,Mike Newell,6,124,A,$8.41M,Comedy
The Dilemma,1998,Forest Whitaker,6,114,UA,$60.05M,Drama
Twilight,1995,Frank Oz,6,96,U,$35.62M,Drama
Honey,1993,Adrian Lyne,6,117,A,$106.61M,Drama
Maid in Manhattan,1993,Simon Wincer,6,112,PG,$77.70M,Adventure
Rocky V,2014,Trish Sie,5.9,112,UA,$14.90M,Drama
Zero,2014,Rob Marshall,5.9,125,PG,$128.00M,Adventure
Alvin and the Chipmunks,2015,Paul McGuigan,5.9,110,PG-13,$5.78M,Drama
Queen of the Damned,2012,Adam Shankman,5.9,123,A,$38.52M,Comedy
Spawn,2022,Shakun Batra,5.9,148,A,$340.23M,Drama
Toys,2020,Ryan Murphy,5.9,130,13,$340.23M,Comedy
47 Meters Down: Uncaged,2007,Garry Marshall,5.9,113,R,$18.88M,Comedy
Dilwale,2006,Susannah Grant,5.9,124,PG-13,$15.27M,Comedy
The Twilight Saga: Eclipse,2004,Guy Ferland,5.9,86,PG-13,$14.16M,Drama
Obsessed,2002,Charles Stone III,5.9,118,PG-13,$56.40M,Comedy
After We Collided,2001,Dennie Gordon,5.9,91,U,$27.09M,Adventure
The Happening,2001,John Madden,5.9,131,R,$25.54M,Drama
Showgirls,1991,Ate de Jong,5.9,103,U,$43.88M,Comedy
Sliver,1988,Roger Donaldson,5.9,104,A,$78.22M,Comedy
The NeverEnding Story II: The Next Chapter,1986,Adrian Lyne,5.9,117,A,$6.73M,Drama
Knock Knock,2017,Hallie Meyers-Shyer,5.8,97,UA,$27.02M,Comedy
The Twilight Saga: Breaking Dawn - Part 1,2014,Tom McCarthy,5.8,99,PG-13,$340.23M,Comedy
Did You Hear About the Morgans?,2018,Ian Samuels,5.8,105,PG-13,$340.23M,Comedy
High School Musical 3: Senior Year,2018,Peter Segal,5.8,103,A,$39.28M,Comedy
Shamshera,2013,Kimberly Peirce,5.8,100,A,$35.27M,Drama
The Woman in Black 2: Angel of Death,2012,Anne Fletcher,5.8,95,PG-13,$37.13M,Comedy
Godsend,2012,Terrence Malick,5.8,112,R,$0.59M,Drama
Bharat,2011,Xavier Gens,5.8,112,R,$0.02M,Drama
IO,2017,Jeffrey Blitz,5.8,87,PG-13,$3.61M,Comedy
Bodyguard,2017,Alexander Payne,5.8,135,A,$24.45M,Drama
In the Land of Blood and Honey,2009,David Mackenzie,5.8,97,R,$0.25M,Comedy
The Twilight Saga: New Moon,2011,Craig Brewer,5.8,113,U,$51.80M,Comedy
The Marine,2009,Rob Marshall,5.8,118,A,$24.00M,Drama
God's Not Dead,2010,Joe Johnston,5.8,103,R,$61.98M,Drama
Driven,2012,Brian Robbins,5.8,91,U,$18.44M,Comedy
Fifty Shades Freed,2011,Luke Greenfield,5.8,112,PG-13,$39.05M,Comedy
Fifty Shades Darker,2007,Jaume Collet-Serra,5.8,115,PG-13,$340.23M,Adventure
Sex and the City 2,2006,Peyton Reed,5.8,106,UA,$118.70M,Comedy
Hannah Montana: The Movie,2006,Nicole Holofcener,5.8,88,R,$13.37M,Comedy
The Butterfly Effect 2,2003,Chris Kentis,5.8,79,U,$30.61M,Adventure
The Next Karate Kid,2003,Dennie Gordon,5.8,105,U,$35.99M,Comedy
LOL,2002,"Directors:Larry Clark, Edward Lachman",5.8,93,B,$340.23M,Drama
Fifty Shades of Grey,1998,George Miller,5.8,97,B,$18.32M,Adventure
You Got Served,1998,Mark Christopher,5.8,93,R,$16.57M,Drama
Krym,1996,Francis Ford Coppola,5.8,113,PG-13,$58.62M,Comedy
The Room,1980,Randal Kleiser,5.8,104,A,$58.85M,Adventure
Mignonnes,1975,Pier Paolo Pasolini,5.8,117,A,$340.23M,Drama
Spy Kids 4: All the Time in the World,2019,Lars Klevberg,5.7,90,A,$29.21M,Drama
Crossroads,2017,Elliott Lester,5.7,94,R,$340.23M,Drama
365 dni,2013,Paul Weitz,5.7,108,PG-13,$18.00M,Comedy
Liger,2012,Kirk Jones,5.7,110,A,$41.15M,Comedy
Cats,2022,Carrie Cracknell,5.7,108,UA 7+,$340.23M,Drama
Gunday,2010,Neil LaBute,5.7,92,R,$42.74M,Comedy
Smolensk,2008,Michael Patrick King,5.7,145,UA,$152.65M,Comedy
Sadak 2,2008,Seth Gordon,5.7,88,UA,$120.15M,Comedy
Back to the Future,2002,John Stockwell,5.7,104,UA,$40.39M,Drama
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,2002,Marcus Raboy,5.7,85,R,$32.98M,Comedy
Le fabuleux destin d'Amélie Poulain,2000,David McNally,5.7,100,UA,$60.79M,Comedy
Singin' in the Rain,1996,Nora Ephron,5.7,105,PG,$95.32M,Comedy
Monty Python and the Holy Grail,1992,Brian Levant,5.7,87,U,$57.11M,Comedy
Some Like It Hot,1988,Kenneth Johnson,5.7,110,U,$21.63M,Comedy
To Be or Not to Be,2021,Robert Lorenz,5.6,108,UA,$340.23M,Drama
It Happened One Night,2016,Garry Marshall,5.6,118,UA,$32.46M,Comedy
The Circus,2017,Johannes Roberts,5.6,89,UA,$44.31M,Adventure
G.O.R.A.,2015,Gregory Jacobs,5.6,115,A,$66.01M,Comedy
Life of Brian,2015,Terrence Malick,5.6,118,R,$0.56M,Drama
Annie Hall,2013,Justin Zackham,5.6,90,R,$21.78M,Comedy
Young Frankenstein,2015,Henry Hobson,5.6,95,PG-13,$0.19M,Drama
Roman Holiday,2012,Tarsem Singh,5.6,106,U,$64.94M,Adventure
Shaun of the Dead,2013,Robert Luketic,5.6,106,PG-13,$7.38M,Drama
This Is Spinal Tap,2020,George Clooney,5.6,118,13,$340.23M,Adventure
A Christmas Story,2009,Brandon Camp,5.6,109,PG-13,$22.93M,Drama
The Philadelphia Story,2008,Barry Levinson,5.6,104,R,$1.09M,Comedy
Paddington 2,2000,Joan Chen,5.6,103,U,$37.75M,Drama
Vicky Donor,1992,Reginald Hudlin,5.6,117,A,$70.10M,Comedy
Back to the Future Part II,1990,Brian De Palma,5.6,125,UA,$15.69M,Comedy
Ferris Bueller's Day Off,2012,Bill Condon,5.5,115,UA,$292.30M,Adventure
Le charme discret de la bourgeoisie,2012,Mark Tonderai,5.5,101,PG-13,$31.61M,Drama
Mary Poppins,2011,Daniel Barnz,5.5,86,PG-13,$27.87M,Drama
To Have and Have Not,2008,Scott Derrickson,5.5,104,U,$79.37M,Adventure
Bringing Up Baby,2015,Ben Wheatley,5.5,119,R,$0.34M,Drama
A Night at the Opera,2005,Rob Reiner,5.5,97,UA,$43.00M,Comedy
Duck Soup,2003,Lawrence Kasdan,5.5,136,A,$33.72M,Drama
Midnight in Paris,2018,Jeffrey Nachmanoff,5.4,107,PG-13,$4.05M,Drama
The Hangover,2015,Ken Scott,5.4,91,R,$10.21M,Comedy
Office Space,2010,John Curran,5.4,105,R,$1.80M,Drama
Clerks,2010,James L. Brooks,5.4,121,PG-13,$30.21M,Comedy
Home Alone,2015,Cameron Crowe,5.4,105,PG-13,$20.99M,Comedy
Evil Dead II,2022,Advait Chandan,5.4,159,UA,$340.23M,Comedy
The Purple Rose of Cairo,2007,Sylvain White,5.4,115,PG-13,$61.36M,Drama
The Goonies,1998,Troy Miller,5.4,101,U,$34.55M,Comedy
Zelig,1999,Rand Ravich,5.4,109,A,$10.67M,Drama
Airplane!,1990,Emile Ardolino,5.4,104,B,$71.61M,Comedy
Love and Death,2022,K.K. Radhakrishna Kumar,5.3,138,UA,$340.23M,Drama
What We Do in the Shadows,2019,John R. Leonetti,5.3,90,16,$340.23M,Drama
Superbad,2017,James Ponsoldt,5.3,110,UA,$20.50M,Drama
Le dîner de cons,2019,Jenny Gage,5.3,105,A,$12.14M,Drama
Dazed and Confused,2014,Will Gluck,5.3,118,U,$85.91M,Comedy
The Muppet Movie,2011,Ron Howard,5.3,111,UA,$48.48M,Comedy
"Play It Again, Sam",2008,Catherine Hardwicke,5.3,122,UA,$191.47M,Drama
Kelly's Heroes,2003,Bille Woodruff,5.3,94,U,$30.31M,Drama
The Odd Couple,2002,Wayne Wang,5.3,105,A,$94.01M,Comedy
Stree,1990,John G. Avildsen,5.3,104,UA,$40.95M,Drama
Tucker and Dale vs Evil,2018,Aanand L. Rai,5.2,164,UA,$340.23M,Comedy
"The Adventures of Priscilla, Queen of the Desert",2007,Tim Hill,5.2,92,U,$217.33M,Adventure
Braindead,2002,Michael Rymer,5.2,101,A,$30.34M,Drama
National Lampoon's Christmas Vacation,1997,Mark A.Z. Dippé,5.2,96,A,$54.97M,Action
Beetle Juice,2022,Robert Zemeckis,5.1,105,U,$340.23M,Adventure
Trading Places,1992,Barry Levinson,5.1,118,U,$21.45M,Adventure
The Meaning of Life,2019,Johannes Roberts,5,90,A,$21.11M,Adventure
An American Werewolf in London,2015,Rohit Shetty,5,158,UA,$4.83M,Action
And Now for Something Completely Different,2010,David Slade,5,124,UA,$300.53M,Action
A Hard Day's Night,2009,Steve Shill,5,108,PG-13,$68.26M,Drama
White Christmas,2020,Roger Kumble,5,105,18,$2.39M,Drama
In the Loop,2008,M. Night Shyamalan,5,91,UA,$64.51M,Adventure
Best in Show,1995,Paul Verhoeven,5,128,A,$20.30M,Drama
Galaxy Quest,1993,Phillip Noyce,5,107,A,$36.30M,Drama
Waiting for Guffman,1990,George Miller,5,90,U,$17.37M,Adventure
Army of Darkness,2015,Eli Roth,4.9,99,A,$0.04M,Drama
Radio Days,2011,Bill Condon,4.9,117,A,$281.29M,Adventure
Broadway Danny Rose,2009,Marc Lawrence,4.9,103,PG-13,$29.58M,Comedy
National Lampoon's Animal House,2008,Kenny Ortega,4.9,112,U,$90.56M,Comedy
The Rocky Horror Picture Show,2022,Karan Malhotra,4.8,178,UA,$340.23M,Action
The Party,2014,Tom Harper,4.8,98,PG-13,$26.50M,Drama
A.R.O.G,2004,"Directors:Frank M. Calo, Nick Hamm",4.8,102,UA,$14.38M,Action
Paddington,2019,Ali Abbas Zafar,4.7,150,UA,$2.97M,Action
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2019,Jonathan Helpert,4.7,96,B,$340.23M,Adventure
Clerks II,2011,Siddique,4.7,130,UA,$340.23M,Action
Waking Ned,2011,Angelina Jolie,4.7,127,R,$0.30M,Drama
Election,2009,Chris Weitz,4.7,130,UA,$296.62M,Adventure
