Movie_Title,Year,Director,Rating,Runtime(Mins),Censor,Total_Gross,main_genre
Hellraiser,2022,David Bruckner,6,121,R,$340.23M,Horror
The Midnight Meat Train,2008,Ryûhei Kitamura,6,98,R,$0.08M,Horror
The Good German,2006,Steven Soderbergh,6,105,A,$1.31M,Drama
Original Sin,2001,Michael Cristofer,6,116,U,$16.25M,Drama
Friday the 13th Part 2,1981,Steve Miner,6,87,B,$21.72M,Horror
Cam,2018,Daniel Goldhaber,5.9,94,B,$340.23M,Drama
Annabelle Comes Home,2019,Gary Dauberman,5.9,106,A,$74.15M,Horror
Antlers,2021,Scott Cooper,5.9,99,A,$340.23M,Drama
The Fourth Kind,2009,Olatunde Osunsanmi,5.9,98,PG-13,$25.46M,Horror
After.Life,2009,Agnieszka Wojtowicz-Vosloo,5.9,104,R,$0.11M,Drama
Premonition,2007,Mennan Yapo,5.9,96,UA,$47.85M,Drama
The Possession,2012,Ole Bornedal,5.9,92,A,$49.13M,Horror
The Grudge,2004,Takashi Shimizu,5.9,91,UA,$110.36M,Horror
Hide and Seek,2005,John Polson,5.9,101,R,$51.10M,Horror
Vivarium,2019,Lorcan Finnegan,5.8,97,7,$340.23M,Horror
Eli,2019,Ciarán Foy,5.8,98,R,$340.23M,Drama
High Life,2018,Claire Denis,5.8,113,R,$1.23M,Adventure
The Prodigy,2019,Nicholas McCarthy,5.8,92,R,$14.86M,Fantasy
The Void,2016,"Directors:Jeremy Gillespie, Steven Kostanski",5.8,90,B,$0.15M,Horror
Reminiscence,2021,Lisa Joy,5.8,116,UA,$340.23M,Mystery
Paranormal Activity 3,2011,"Directors:Henry Joost, Ariel Schulman",5.8,83,R,$104.01M,Horror
Old,2021,M. Night Shyamalan,5.8,108,UA,$340.23M,Drama
Antebellum,2020,"Directors:Gerard Bush, Christopher Renz",5.8,105,R,$340.23M,Drama
The Haunting in Connecticut,2009,Peter Cornwell,5.8,92,PG-13,$55.39M,Drama
Passengers,2008,Rodrigo García,5.8,93,PG-13,$0.27M,Mystery
Cry Wolf,2005,Jeff Wadlow,5.8,90,PG-13,$10.05M,Drama
Without a Paddle,2004,Steven Brill,5.8,95,PG-13,$58.17M,Adventure
The Forgotten,2004,Joseph Ruben,5.8,91,PG-13,$66.64M,Drama
Gothika,2003,Mathieu Kassovitz,5.8,98,A,$59.69M,Horror
The Relic,1997,Peter Hyams,5.8,110,A,$33.96M,Horror
I Know What You Did Last Summer,1997,Jim Gillespie,5.8,101,A,$72.59M,Horror
Velvet Buzzsaw,2019,Dan Gilroy,5.7,113,R,$340.23M,Horror
Insidious: The Last Key,2018,Adam Robitel,5.7,103,UA,$67.75M,Horror
Honeymoon,2014,Leigh Janiak,5.7,87,R,$0.01M,Drama
The Dyatlov Pass Incident,2013,Renny Harlin,5.7,100,R,$340.23M,Horror
Paranormal Activity 2,2010,Tod Williams,5.7,91,UA,$84.75M,Horror
The Last Exorcism,2010,Daniel Stamm,5.7,87,PG-13,$41.03M,Horror
The Rental,2020,Dave Franco,5.7,88,A,$340.23M,Drama
Pet Sematary,2019,"Directors:Kevin Kölsch, Dennis Widmyer",5.7,101,A,$54.72M,Horror
Ma,2019,Tate Taylor,5.6,99,18,$45.37M,Horror
Unfriended,2014,Levan Gabriadze,5.6,83,R,$32.48M,Horror
Dark Water,2005,Walter Salles,5.6,105,PG-13,$25.47M,Drama
Creep,2004,Christopher Smith,5.6,85,R,$340.23M,Horror
Cube Zero,2004,Ernie Barbarash,5.6,97,UA,$340.23M,Drama
The Box,2009,Richard Kelly,5.6,115,PG-13,$15.05M,Drama
Club Dread,2004,Jay Chandrasekhar,5.6,104,R,$4.99M,Comedy
Urban Legend,1998,Jamie Blanks,5.6,99,A,$38.07M,Horror
Scream 3,2000,Wes Craven,5.6,116,UA,$89.14M,Horror
Gretel & Hansel,2020,Oz Perkins,5.5,87,UA,$340.23M,Fantasy
The Innkeepers,2011,Ti West,5.5,101,R,$0.08M,Drama
The Ward,2010,John Carpenter,5.5,89,UA,$340.23M,Horror
Friday the 13th,2009,Marcus Nispel,5.5,97,A,$65.00M,Horror
All the Boys Love Mandy Lane,2006,Jonathan Levine,5.5,90,R,$340.23M,Horror
The Omen,2006,John Moore,5.5,110,A,$54.61M,Drama
Lady in the Water,2006,M. Night Shyamalan,5.5,110,U,$42.29M,Drama
White Noise,2005,Geoffrey Sax,5.5,101,PG-13,$56.39M,Drama
Cube 2: Hypercube,2002,Andrzej Sekula,5.5,94,A,$340.23M,Horror
"Dude, Where's My Car?",2000,Danny Leiner,5.5,83,A,$46.73M,Comedy
Serenity,2019,Steven Knight,5.4,106,R,$8.55M,Drama
In the Tall Grass,2019,Vincenzo Natali,5.4,101,18+,$340.23M,Horror
Annabelle,2014,John R. Leonetti,5.4,99,A,$84.27M,Horror
Deep Water,2022,Adrian Lyne,5.4,115,A,$340.23M,Drama
Red Riding Hood,2011,Catherine Hardwicke,5.4,100,PG-13,$37.66M,Fantasy
Mute,2018,Duncan Jones,5.4,126,18,$340.23M,Mystery
My Bloody Valentine,2009,Patrick Lussier,5.4,101,A,$51.55M,Horror
Winchester,2018,"Directors:Michael Spierig, Peter Spierig",5.4,99,PG-13,$25.09M,Drama
Turistas,2006,John Stockwell,5.4,93,R,$7.03M,Horror
The Eye,2008,"Directors:David Moreau, Xavier Palud",5.4,98,PG-13,$31.42M,Horror
The Ring Two,2005,Hideo Nakata,5.4,110,A,$76.23M,Horror
The Nun,2018,Corin Hardy,5.3,96,A,$117.45M,Horror
Sinister 2,2015,Ciarán Foy,5.3,97,A,$27.74M,Horror
Sleeping Beauty,2011,Julia Leigh,5.3,101,A,$0.04M,Drama
Things Heard & Seen,2021,"Directors:Shari Springer Berman, Robert Pulcini",5.3,121,16,$340.23M,Drama
The Witches,2020,Robert Zemeckis,5.3,106,U,$340.23M,Adventure
The Messengers,2007,"Directors:Danny Pang, Oxide Chun Pang",5.3,90,PG-13,$35.37M,Drama
Southland Tales,2006,Richard Kelly,5.3,145,R,$0.28M,Comedy
The Curse of La Llorona,2019,Michael Chaves,5.2,93,A,$54.73M,Horror
Friend Request,2016,Simon Verhoeven,5.2,92,R,$3.76M,Horror
The Lazarus Effect,2015,David Gelb,5.2,83,PG-13,$25.80M,Horror
Flatliners,2017,Niels Arden Oplev,5.2,109,A,$16.87M,Drama
Apollo 18,2011,Gonzalo López-Gallego,5.2,86,PG-13,$17.69M,Horror
Hubie Halloween,2020,Steven Brill,5.2,103,13,$340.23M,Comedy
Mutant Chronicles,2008,Simon Hunter,5.2,111,R,$0.01M,Action
Shutter,2008,Masayuki Ochiai,5.2,85,A,$25.93M,Horror
Scooby-Doo,2002,Raja Gosnell,5.2,89,U,$153.29M,Adventure
Congo,1995,Frank Marshall,5.2,109,UA,$81.02M,Action
Grave Encounters 2,2012,John Poliquin,5.1,98,B,$340.23M,Horror
Abduction,2011,John Singleton,5.1,106,UA,$28.09M,Action
Sorority Row,2009,Stewart Hendler,5.1,101,R,$11.96M,Horror
The Covenant,2006,Renny Harlin,5.1,97,A,$23.29M,Action
The Haunted Mansion,2003,Rob Minkoff,5.1,99,U,$75.85M,Comedy
Scooby-Doo 2: Monsters Unleashed,2004,Raja Gosnell,5.1,93,U,$84.22M,Adventure
Exorcist: The Beginning,2004,Renny Harlin,5.1,114,A,$41.82M,Horror
Halloween III: Season of the Witch,1982,Tommy Lee Wallace,5.1,98,B,$14.40M,Horror
How It Ends,2018,David M. Rosenthal,5,113,16,$340.23M,Action
Hot Tub Time Machine 2,2015,Steve Pink,5,93,R,$12.28M,Comedy
Paranormal Activity: The Marked Ones,2014,Christopher Landon,5,84,UA,$32.46M,Horror
Chernobyl Diaries,2012,Bradley Parker,5,86,R,$18.12M,Horror
Blair Witch,2016,Adam Wingard,5,89,R,$20.78M,Horror
Srpski film,2010,Srdjan Spasojevic,5,104,A,$340.23M,Horror
Stay Alive,2006,William Brent Bell,5,85,UA,$23.09M,Fantasy
An American Haunting,2005,Courtney Solomon,5,83,PG-13,$16.30M,Drama
The Haunting,1999,Jan de Bont,5,113,A,$91.41M,Fantasy
Vanishing on 7th Street,2010,Brad Anderson,4.9,92,R,$0.02M,Horror
Fantasy Island,2020,Jeff Wadlow,4.9,109,A,$27.31M,Fantasy
Silent Hill: Revelation,2012,M.J. Bassett,4.9,95,R,$17.53M,Horror
Darkness Falls,2003,Jonathan Liebesman,4.9,86,PG-13,$32.55M,Fantasy
The Titan,2018,Lennart Ruff,4.8,97,B,$340.23M,Drama
The Forest,2016,Jason Zada,4.8,93,UA,$26.58M,Horror
DOA: Dead or Alive,2006,Corey Yuen,4.8,87,UA,$0.48M,Action
Valentine,2001,Jamie Blanks,4.8,96,A,$20.38M,Horror
Zoolander 2,2016,Ben Stiller,4.7,101,U,$28.85M,Action
The Unborn,2009,David S. Goyer,4.7,88,PG-13,$42.67M,Horror
I Still Know What You Did Last Summer,1998,Danny Cannon,4.7,100,A,$40.00M,Horror
Friday the 13th: A New Beginning,1985,Danny Steinmann,4.7,92,A,$21.93M,Horror
Paranormal Activity: The Ghost Dimension,2015,Gregory Plotkin,4.6,88,A,$18.30M,Horror
Paranormal Activity 4,2012,"Directors:Henry Joost, Ariel Schulman",4.6,88,A,$53.92M,Horror
Psycho,1998,Gus Van Sant,4.6,105,A,$21.46M,Horror
Ouija,2014,Stiles White,4.5,89,A,$50.86M,Horror
Rings,2017,F. Javier Gutiérrez,4.5,102,A,$27.79M,Drama
Basic Instinct 2,2006,Michael Caton-Jones,4.4,114,A,$5.97M,Drama
Boogeyman,2005,Stephen Kay,4.1,89,PG-13,$46.75M,Drama
One Missed Call,2008,Eric Valette,4,87,A,$26.88M,Horror
Book of Shadows: Blair Witch 2,2000,Joe Berlinger,4,90,R,$26.44M,Adventure
The Wicker Man,2006,Neil LaBute,3.7,102,PG-13,$23.64M,Horror
The Fog,2005,Rupert Wainwright,3.7,100,A,$29.51M,Horror
I Know Who Killed Me,2007,Chris Sivertson,3.6,106,A,$7.50M,Horror
Slender Man,2018,Sylvain White,3.2,93,UA,$30.57M,Horror
The Shawshank Redemption,1994,Frank Darabont,9.3,142,A,$28.34M,Drama
Hababam Sinifi,1975,Ertem Egilmez,9.2,87,B,$340.23M,Comedy
777 Charlie,2022,Kiranraj K,8.9,136,UA,$340.23M,Adventure
Fight Club,1999,David Fincher,8.8,139,A,$37.03M,Drama
Forrest Gump,1994,Robert Zemeckis,8.8,142,UA,$330.25M,Drama
Soorarai Pottru,2020,Sudha Kongara,8.7,153,U,$340.23M,Drama
One Flew Over the Cuckoo's Nest,1975,Milos Forman,8.7,133,A,$112.00M,Drama
Interstellar,2014,Christopher Nolan,8.6,169,UA,$188.02M,Adventure
Saving Private Ryan,1998,Steven Spielberg,8.6,169,A,$216.54M,Drama
La vita è bella,1997,Roberto Benigni,8.6,116,U,$57.60M,Comedy
It's a Wonderful Life,1946,Frank Capra,8.6,130,PG,$340.23M,Drama
96,2018,C. Prem Kumar,8.5,158,U,$340.23M,Drama
Gisaengchung,2019,Bong Joon Ho,8.5,132,A,$53.37M,Drama
Whiplash,2014,Damien Chazelle,8.5,106,A,$13.09M,Drama
Nuovo Cinema Paradiso,1988,Giuseppe Tornatore,8.5,155,U,$11.99M,Drama
Casablanca,1942,Michael Curtiz,8.5,102,U,$1.02M,Drama
Modern Times,1936,Charles Chaplin,8.5,87,B,$0.16M,Comedy
City Lights,1931,Charles Chaplin,8.5,87,G,$0.02M,Comedy
Capharnaüm,2018,Nadine Labaki,8.4,126,A,$1.66M,Drama
3 Idiots,2009,Rajkumar Hirani,8.4,170,UA,$6.53M,Comedy
Taare Zameen Par,2007,"Directors:Aamir Khan, Amole Gupte",8.4,165,U,$1.22M,Drama
American Beauty,1999,Sam Mendes,8.4,122,UA,$130.10M,Drama
Idi i smotri,1985,Elem Klimov,8.4,142,A,$340.23M,Drama
Das Boot,1981,Wolfgang Petersen,8.4,149,R,$11.49M,Drama
The Shining,1980,Stanley Kubrick,8.4,146,A,$44.02M,Drama
Paths of Glory,1957,Stanley Kubrick,8.4,88,A,$340.23M,Drama
Sunset Blvd.,1950,Billy Wilder,8.4,110,B,$340.23M,Drama
The Great Dictator,1940,Charles Chaplin,8.4,125,B,$0.29M,Comedy
Jagten,2012,Thomas Vinterberg,8.3,115,7,$0.69M,Drama
Jodaeiye Nader az Simin,2011,Asghar Farhadi,8.3,123,7,$7.10M,Drama
The Kashmir Files,2022,Vivek Agnihotri,8.3,170,A,$340.23M,Drama
Inglourious Basterds,2009,Quentin Tarantino,8.3,153,A,$120.54M,Adventure
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,8.3,108,UA,$34.40M,Drama
Requiem for a Dream,2000,Darren Aronofsky,8.3,102,A,$3.64M,Drama
Good Will Hunting,1997,Gus Van Sant,8.3,126,U,$138.43M,Drama
Full Metal Jacket,1987,Stanley Kubrick,8.3,116,UA,$46.36M,Drama
Judgment at Nuremberg,1961,Stanley Kramer,8.3,179,A,$340.23M,Drama
The Apartment,1960,Billy Wilder,8.3,125,U,$18.60M,Comedy
Pather Panchali,1955,Satyajit Ray,8.3,125,U,$0.54M,Drama
Ikiru,1952,Akira Kurosawa,8.3,143,U,$0.06M,Drama
Ladri di biciclette,1948,Vittorio De Sica,8.3,89,U,$0.33M,Drama
Metropolis,1927,Fritz Lang,8.3,153,B,$1.24M,Drama
The Kid,1921,Charles Chaplin,8.3,68,B,$5.45M,Comedy
Chhichhore,2019,Nitesh Tiwari,8.2,143,UA,$0.90M,Comedy
Tumbbad,2018,"Directors:Rahi Anil Barve, Anand Gandhi, Adesh Prasad",8.2,104,A,$340.23M,Drama
Zindagi Na Milegi Dobara,2011,Zoya Akhtar,8.2,155,U,$3.11M,Comedy
Dara iz Jasenovca,2020,Predrag Antonijevic,8.2,130,R,$0.05M,Drama
Miracle in Cell No. 7,2019,Mehmet Ada _ztekin,8.2,132,B,$340.23M,Drama
Babam ve Oglum,2005,_agan Irmak,8.2,112,B,$340.23M,Drama
There Will Be Blood,2007,Paul Thomas Anderson,8.2,158,A,$40.22M,Drama
Pan's Labyrinth,2006,Guillermo del Toro,8.2,118,UA,$37.63M,Drama
"Swades: We, the People",2004,Ashutosh Gowariker,8.2,210,U,$1.22M,Drama
The Truman Show,1998,Peter Weir,8.2,103,U,$125.62M,Comedy
Bacheha-Ye aseman,1997,Majid Majidi,8.2,89,PG,$0.93M,Drama
The Bridge on the River Kwai,1957,David Lean,8.2,161,U,$44.91M,Adventure
Tôkyô monogatari,1953,Yasujirô Ozu,8.2,136,U,$340.23M,Drama
Le salaire de la peur,1953,Henri-Georges Clouzot,8.2,131,U,$340.23M,Adventure
Umberto D.,1952,Vittorio De Sica,8.2,89,B,$0.07M,Drama
All About Eve,1950,Joseph L. Mankiewicz,8.2,138,B,$0.01M,Drama
Gone with the Wind,1939,"Directors:Victor Fleming, George Cukor, Sam Wood",8.2,238,U,$198.68M,Drama
Portrait de la jeune fille en feu,2019,Céline Sciamma,8.1,122,18,$3.76M,Drama
Dil Bechara,2020,Mukesh Chhabra,8.1,101,12+,$340.23M,Comedy
Masaan,2015,Neeraj Ghaywan,8.1,109,A,$340.23M,Drama
Ah-ga-ssi,2016,Park Chan-wook,8.1,145,A,$2.01M,Drama
Queen,2013,Vikas Bahl,8.1,146,UA,$1.43M,Adventure
Room,2015,Lenny Abrahamson,8.1,118,U,$14.68M,Drama
Relatos salvajes,2014,Damián Szifron,8.1,122,18,$3.11M,Comedy
Mandariinid,2013,Zaza Urushadze,8.1,87,B,$0.14M,Drama
Kis Uykusu,2014,Nuri Bilge Ceylan,8.1,196,B,$0.17M,Drama
PK,2014,Rajkumar Hirani,8.1,153,UA,$10.62M,Comedy
OMG: Oh My God!,2012,Umesh Shukla,8.1,125,U,$0.92M,Comedy
Barfi!,2012,Anurag Basu,8.1,151,U,$2.80M,Comedy
Udaan,2010,Vikramaditya Motwane,8.1,134,UA,$0.01M,Drama
The Help,2011,Tate Taylor,8.1,146,UA,$169.71M,Drama
Gran Torino,2008,Clint Eastwood,8.1,116,UA,$148.10M,Drama
Chak De! India,2007,Shimit Amin,8.1,153,U,$1.11M,Drama
Million Dollar Baby,2004,Clint Eastwood,8.1,132,UA,$100.49M,Drama
Before Sunset,2004,Richard Linklater,8.1,80,A,$5.82M,Drama
Black,2005,Sanjay Leela Bhansali,8.1,122,U,$0.73M,Drama
Munna Bhai M.B.B.S.,2003,Rajkumar Hirani,8.1,156,U,$340.23M,Comedy
Dil Chahta Hai,2001,Farhan Akhtar,8.1,183,Unrated,$0.30M,Comedy
Her Sey _ok Güzel Olacak,1998,_mer Vargi,8.1,107,B,$340.23M,Comedy
Amores perros,2000,Alejandro G. Iñárritu,8.1,154,A,$5.38M,Drama
Lagaan: Once Upon a Time in India,2001,Ashutosh Gowariker,8.1,224,U,$0.07M,Drama
Festen,1998,Thomas Vinterberg,8.1,105,R,$1.65M,Drama
Fa Yeung Nin Wah,2000,Kar-Wai Wong,8.1,98,U,$2.73M,Drama
Trainspotting,1996,Danny Boyle,8.1,93,A,$16.50M,Drama
Underground,1995,Emir Kusturica,8.1,170,B,$0.17M,Comedy
Before Sunrise,1995,Richard Linklater,8.1,101,16,$5.54M,Drama
Groundhog Day,1993,Harold Ramis,8.1,101,U,$70.91M,Comedy
Ba wang bie ji,1993,Kaige Chen,8.1,171,R,$5.22M,Drama
Dead Poets Society,1989,Peter Weir,8.1,128,U,$95.86M,Comedy
Stand by Me,1986,Rob Reiner,8.1,89,U,$52.29M,Adventure
Platoon,1986,Oliver Stone,8.1,120,UA,$138.53M,Drama
Jean de Florette,1986,Claude Berri,8.1,120,U,$4.94M,Comedy
"Paris, Texas",1984,Wim Wenders,8.1,145,U,$2.18M,Drama
Fanny och Alexander,1982,Ingmar Bergman,8.1,188,A,$4.97M,Drama
Stalker,1979,Andrei Tarkovsky,8.1,162,U,$0.23M,Drama
Höstsonaten,1978,Ingmar Bergman,8.1,99,U,$340.23M,Drama
The Deer Hunter,1978,Michael Cimino,8.1,183,A,$48.98M,Drama
Rocky,1976,John G. Avildsen,8.1,120,U,$117.24M,Drama
Network,1976,Sidney Lumet,8.1,121,UA,$340.23M,Drama
Barry Lyndon,1975,Stanley Kubrick,8.1,185,U,$340.23M,Adventure
A Woman Under the Influence,1974,John Cassavetes,8.1,155,B,$13.34M,Drama
Anand,1971,Hrishikesh Mukherjee,8.1,122,U,$340.23M,Drama
Persona,1966,Ingmar Bergman,8.1,85,B,$340.23M,Drama
La battaglia di Algeri,1966,Gillo Pontecorvo,8.1,121,B,$0.06M,Drama
Nattvardsgästerna,1963,Ingmar Bergman,8.1,81,B,$340.23M,Drama
Jungfrukällan,1960,Ingmar Bergman,8.1,89,A,$1.53M,Drama
Ben-Hur,1959,William Wyler,8.1,212,U,$74.70M,Adventure
Smultronstället,1957,Ingmar Bergman,8.1,91,U,$340.23M,Drama
Det sjunde inseglet,1957,Ingmar Bergman,8.1,96,A,$340.23M,Drama
Le notti di Cabiria,1957,Federico Fellini,8.1,110,B,$0.75M,Drama
Ace in the Hole,1951,Billy Wilder,8.1,111,B,$3.97M,Drama
The Red Shoes,1948,"Directors:Michael Powell, Emeric Pressburger",8.1,135,B,$10.90M,Drama
The Best Years of Our Lives,1946,William Wyler,8.1,170,B,$23.65M,Drama
The Grapes of Wrath,1940,John Ford,8.1,129,B,$0.06M,Drama
Mr. Smith Goes to Washington,1939,Frank Capra,8.1,129,U,$9.60M,Comedy
La Grande Illusion,1937,Jean Renoir,8.1,113,B,$0.17M,Drama
All Quiet on the Western Front,1930,Lewis Milestone,8.1,152,U,$3.27M,Drama
Sunrise: A Song of Two Humans,1927,F.W. Murnau,8.1,94,B,$0.54M,Drama
La La Land,2016,Damien Chazelle,8,128,A,$151.10M,Comedy
The Martian,2015,Ridley Scott,8,144,UA,$228.43M,Adventure
Mommy,2014,Xavier Dolan,8,139,R,$3.49M,Drama
Her,2013,Spike Jonze,8,126,A,$25.57M,Drama
The Perks of Being a Wallflower,2012,Stephen Chbosky,8,103,UA,$17.74M,Drama
Okuribito,2008,Yôjirô Takita,8,130,PG-13,$1.50M,Drama
CODA,2021,Sian Heder,8,111,A,$340.23M,Comedy
Black Swan,2010,Darren Aronofsky,8,108,A,$106.95M,Drama
Lage Raho Munna Bhai,2006,Rajkumar Hirani,8,144,U,$2.22M,Comedy
Blood Diamond,2006,Edward Zwick,8,143,A,$57.37M,Adventure
Dare mo shiranai,2004,Hirokazu Koreeda,8,141,PG-13,$0.68M,Drama
Bom yeoreum gaeul gyeoul geurigo bom,2003,Kim Ki-duk,8,103,R,$2.38M,Drama
Big Fish,2003,Tim Burton,8,125,U,$66.26M,Adventure
Yeopgijeogin geunyeo,2001,Jae-young Kwak,8,137,B,$340.23M,Comedy
Vizontele,2001,"Directors:Yilmaz Erdogan, _mer Faruk Sorak",8,110,B,$340.23M,Comedy
Magnolia,1999,Paul Thomas Anderson,8,188,A,$22.46M,Drama
Central do Brasil,1998,Walter Salles,8,110,R,$5.60M,Drama
La leggenda del pianista sull'oceano,1998,Giuseppe Tornatore,8,169,B,$0.26M,Drama
Sling Blade,1996,Billy Bob Thornton,8,135,R,$24.48M,Drama
Secrets & Lies,1996,Mike Leigh,8,136,U,$13.42M,Comedy
Dilwale Dulhania Le Jayenge,1995,Aditya Chopra,8,189,U,$340.23M,Drama
Scent of a Woman,1992,Martin Brest,8,156,UA,$63.90M,Drama
Rain Man,1988,Barry Levinson,8,133,U,$178.80M,Drama
Der Himmel über Berlin,1987,Wim Wenders,8,128,U,$3.33M,Drama
Au revoir les enfants,1987,Louis Malle,8,104,U,$4.54M,Drama
Nostalgia,1983,Andrei Tarkovsky,8,125,B,$0.01M,Drama
Pink Floyd: The Wall,1982,Alan Parker,8,95,A,$22.24M,Drama
Fitzcarraldo,1982,Werner Herzog,8,158,B,$340.23M,Adventure
Being There,1979,Hal Ashby,8,130,B,$30.18M,Comedy
Viskningar och rop,1972,Ingmar Bergman,8,91,A,$1.74M,Drama
The Last Picture Show,1971,Peter Bogdanovich,8,118,U,$29.13M,Drama
Fiddler on the Roof,1971,Norman Jewison,8,181,U,$80.50M,Drama
Rosemary's Baby,1968,Roman Polanski,8,137,A,$340.23M,Drama
The Graduate,1967,Mike Nichols,8,106,A,$104.95M,Comedy
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,8,131,A,$340.23M,Drama
8½,1963,Federico Fellini,8,138,B,$0.05M,Drama
El ángel exterminador,1962,Luis Buñuel,8,95,B,$340.23M,Drama
What Ever Happened to Baby Jane?,1962,Robert Aldrich,8,134,A,$4.05M,Drama
Ivanovo detstvo,1962,"Directors:Andrei Tarkovsky, Eduard Abalov",8,95,A,$340.23M,Drama
Såsom i en spegel,1961,Ingmar Bergman,8,90,B,$340.23M,Drama
The Hustler,1961,Robert Rossen,8,134,A,$8.28M,Drama
La dolce vita,1960,Federico Fellini,8,174,A,$19.52M,Comedy
Sweet Smell of Success,1957,Alexander Mackendrick,8,96,U,$340.23M,Drama
La Strada,1954,Federico Fellini,8,108,B,$340.23M,Drama
Stalag 17,1953,Billy Wilder,8,120,B,$340.23M,Comedy
Roma citt_ aperta,1945,Roberto Rossellini,8,103,B,$340.23M,Drama
Brief Encounter,1945,David Lean,8,86,U,$340.23M,Drama
The Shop Around the Corner,1940,Ernst Lubitsch,8,99,B,$0.20M,Comedy
Badhaai ho,2018,Amit Ravindernath Sharma,7.9,124,UA,$340.23M,Comedy
Marriage Story,2019,Noah Baumbach,7.9,137,U,$2.00M,Drama
Sing Street,2016,John Carney,7.9,106,PG-13,$3.24M,Comedy
Jojo Rabbit,2019,Taika Waititi,7.9,108,UA,$0.35M,Comedy
Wonder,2017,Stephen Chbosky,7.9,113,U,$132.42M,Drama
Gully Boy,2019,Zoya Akhtar,7.9,154,UA,$5.57M,Drama
Short Term 12,2013,Destin Daniel Cretton,7.9,96,R,$1.01M,Drama
Before Midnight,2013,Richard Linklater,7.9,109,R,$8.11M,Drama
Hoje Eu Quero Voltar Sozinho,2014,Daniel Ribeiro,7.9,96,B,$0.10M,Drama
The Artist,2011,Michel Hazanavicius,7.9,100,U,$44.67M,Comedy
Amour,2012,Michael Haneke,7.9,127,UA,$6.74M,Drama
Dev.D,2009,Anurag Kashyap,7.9,144,A,$0.01M,Comedy
My Name Is Khan,2010,Karan Johar,7.9,165,UA,$4.02M,Adventure
Låt den rätte komma in,2008,Tomas Alfredson,7.9,114,R,$2.12M,Drama
The Wrestler,2008,Darren Aronofsky,7.9,109,UA,$26.24M,Drama
Jab We Met,2007,Imtiaz Ali,7.9,138,U,$0.41M,Comedy
Mimi,2021,"Directors:Rajesh Bhatia, Laxman Utekar",7.9,132,13,$340.23M,Comedy
Boyhood,2014,Richard Linklater,7.9,165,A,$25.38M,Drama
"4 luni, 3 saptamâni si 2 zile",2007,Cristian Mungiu,7.9,113,B,$1.19M,Drama
Life of Pi,2012,Ang Lee,7.9,127,U,$124.99M,Adventure
C.R.A.Z.Y.,2005,Jean-Marc Vallée,7.9,129,B,$340.23M,Comedy
Vozvrashchenie,2003,Andrey Zvyagintsev,7.9,110,B,$0.50M,Drama
Kal Ho Naa Ho,2003,Nikkhil Advani,7.9,186,U,$1.79M,Comedy
Gegen die Wand,2004,Fatih Akin,7.9,121,R,$340.23M,Drama
No Man's Land,2001,Danis Tanovic,7.9,98,R,$1.06M,Comedy
Almost Famous,2000,Cameron Crowe,7.9,122,A,$32.53M,Adventure
Titanic,1997,James Cameron,7.9,194,UA,$659.33M,Drama
Boogie Nights,1997,Paul Thomas Anderson,7.9,155,18,$26.40M,Drama
Edward Scissorhands,1990,Tim Burton,7.9,105,U,$56.36M,Drama
Do the Right Thing,1989,Spike Lee,7.9,120,U,$27.55M,Comedy
Sacrifice,1986,Andrei Tarkovsky,7.9,149,U,$0.30M,Drama
Hannah and Her Sisters,1986,Woody Allen,7.9,107,B,$40.08M,Comedy
Brazil,1985,Terry Gilliam,7.9,132,U,$9.93M,Drama
Manhattan,1979,Woody Allen,7.9,96,B,$45.70M,Comedy
Amarcord,1973,Federico Fellini,7.9,123,B,$0.58M,Comedy
Harold and Maude,1971,Hal Ashby,7.9,91,B,$340.23M,Comedy
Il conformista,1970,Bernardo Bertolucci,7.9,113,UA,$0.54M,Drama
Doctor Zhivago,1965,David Lean,7.9,197,A,$111.72M,Drama
Vivre sa vie: Film en douze tableaux,1962,Jean-Luc Godard,7.9,80,B,$340.23M,Drama
The Manchurian Candidate,1962,John Frankenheimer,7.9,126,A,$340.23M,Drama
Hiroshima mon amour,1959,Alain Resnais,7.9,90,B,$0.09M,Drama
Cat on a Hot Tin Roof,1958,Richard Brooks,7.9,108,A,$17.57M,Drama
A Streetcar Named Desire,1951,Elia Kazan,7.9,122,A,$8.00M,Drama
Harvey,1950,Henry Koster,7.9,104,B,$340.23M,Comedy
Miracle on 34th Street,1947,George Seaton,7.9,96,B,$2.65M,Comedy
Notorious,1946,Alfred Hitchcock,7.9,102,U,$10.46M,Drama
La belle et la bête,1946,"Directors:Jean Cocteau, René Clément",7.9,96,B,$0.30M,Drama
The Lost Weekend,1945,Billy Wilder,7.9,101,B,$9.46M,Drama
Sullivan's Travels,1941,Preston Sturges,7.9,90,B,$340.23M,Adventure
La règle du jeu,1939,Jean Renoir,7.9,110,B,$340.23M,Comedy
Secret Superstar,2017,Advait Chandan,7.8,150,UA,$340.23M,Drama
Hindi Medium,2017,Saket Chaudhary,7.8,132,U,$340.23M,Comedy
Call Me by Your Name,2017,Luca Guadagnino,7.8,132,UA,$18.10M,Drama
"I, Daniel Blake",2016,Ken Loach,7.8,100,UA,$0.26M,Drama
Hunt for the Wilderpeople,2016,Taika Waititi,7.8,101,UA,$5.20M,Adventure
